"","YearDecimal","Latitude30value","Latitude30uncertainty","Latitude33value","Latitude33uncertainty","Latitude37value","Latitude37uncertainty","Latitude41value","Latitude41uncertainty","Latitude44value","Latitude44uncertainty","Latitude49value","Latitude49uncertainty","Latitude53value","Latitude53uncertainty","Latitude58value","Latitude58uncertainty","Latitude64value","Latitude64uncertainty","Latitude72value","Latitude72uncertainty","Latitude90value","Latitude90uncertainty"
"983",1999.458333,370.572,0.282,370.491,0.274,370.367,0.241,370.223,0.201,370.098,0.18,370.048,0.187,370.113,0.211,370.302,0.243,370.576,0.271,370.872,0.286,371.132,0.288
"984",1999.479167,369.926,0.205,369.766,0.204,369.513,0.203,369.203,0.228,368.903,0.277,368.696,0.317,368.649,0.326,368.773,0.305,369.019,0.272,369.309,0.248,369.57,0.239
"985",1999.5,369.191,0.16,368.941,0.166,368.547,0.209,368.054,0.299,367.558,0.401,367.173,0.471,366.988,0.474,367.021,0.413,367.215,0.316,367.477,0.228,367.723,0.188
"986",1999.520833,368.396,0.164,368.054,0.175,367.515,0.249,366.837,0.385,366.137,0.532,365.56,0.627,365.219,0.628,365.142,0.537,365.267,0.391,365.487,0.242,365.706,0.154
"987",1999.541667,367.577,0.195,367.149,0.202,366.478,0.297,365.627,0.47,364.731,0.653,363.964,0.77,363.463,0.771,363.266,0.656,363.31,0.47,363.481,0.276,363.667,0.142
"988",1999.5625,366.793,0.22,366.276,0.221,365.487,0.335,364.491,0.537,363.434,0.747,362.508,0.88,361.875,0.878,361.583,0.746,361.566,0.532,361.701,0.309,361.866,0.153
"989",1999.583333,366.032,0.24,365.473,0.226,364.619,0.353,363.531,0.577,362.355,0.803,361.301,0.943,360.547,0.939,360.159,0.794,360.074,0.566,360.165,0.327,360.303,0.167
"990",1999.604167,365.361,0.265,364.791,0.234,363.918,0.36,362.793,0.588,361.559,0.815,360.428,0.951,359.596,0.942,359.136,0.794,358.995,0.562,359.046,0.328,359.157,0.179
"991",1999.625,364.804,0.299,364.259,0.26,363.418,0.362,362.319,0.57,361.095,0.779,359.954,0.901,359.092,0.887,358.593,0.744,358.412,0.526,358.427,0.311,358.512,0.189
"992",1999.645833,364.387,0.344,363.901,0.304,363.141,0.369,362.131,0.531,360.986,0.701,359.898,0.8,359.058,0.781,358.552,0.652,358.344,0.465,358.326,0.289,358.382,0.204
"993",1999.666667,364.134,0.389,363.739,0.358,363.103,0.381,362.235,0.477,361.228,0.594,360.249,0.662,359.473,0.64,358.984,0.537,358.756,0.396,358.703,0.276,358.724,0.229
"994",1999.6875,364.07,0.425,363.79,0.404,363.309,0.395,362.623,0.422,361.797,0.476,360.968,0.509,360.286,0.489,359.827,0.423,359.582,0.341,359.487,0.28,359.464,0.261
"995",1999.708333,364.194,0.439,364.047,0.426,363.74,0.397,363.256,0.37,362.635,0.365,361.978,0.367,361.405,0.356,360.985,0.334,360.721,0.311,360.579,0.295,360.507,0.29
"996",1999.729167,364.499,0.424,364.487,0.416,364.355,0.377,364.075,0.321,363.662,0.277,363.182,0.261,362.722,0.271,362.343,0.288,362.062,0.303,361.872,0.307,361.749,0.306
"997",1999.75,364.964,0.379,365.077,0.372,365.103,0.331,365.009,0.271,364.789,0.224,364.475,0.219,364.124,0.245,363.786,0.276,363.493,0.297,363.26,0.304,363.09,0.306
"998",1999.770833,365.556,0.313,365.77,0.303,365.925,0.265,365.983,0.222,365.925,0.207,365.756,0.229,365.505,0.259,365.211,0.277,364.914,0.282,364.653,0.282,364.449,0.287
"999",1999.791667,366.218,0.253,366.503,0.229,366.747,0.194,366.917,0.182,366.984,0.217,366.935,0.262,366.775,0.287,366.533,0.281,366.253,0.26,365.986,0.247,365.767,0.253
"1000",1999.8125,366.897,0.237,367.216,0.193,367.505,0.153,367.741,0.172,367.896,0.24,367.943,0.297,367.87,0.313,367.693,0.288,367.457,0.243,367.214,0.213,367.008,0.216
"1001",1999.833333,367.547,0.272,367.867,0.217,368.163,0.169,368.426,0.192,368.635,0.266,368.758,0.325,368.769,0.336,368.675,0.299,368.511,0.242,368.325,0.197,368.16,0.191
"1002",1999.854167,368.129,0.317,368.428,0.262,368.704,0.209,368.965,0.22,369.203,0.286,369.387,0.34,369.484,0.348,369.487,0.311,369.42,0.254,369.32,0.206,369.222,0.193
"1003",1999.875,368.627,0.342,368.893,0.291,369.136,0.239,369.38,0.238,369.631,0.29,369.866,0.337,370.047,0.344,370.156,0.312,370.202,0.265,370.205,0.227,370.193,0.215
"1004",1999.895833,368.902,0.322,369.13,0.294,369.356,0.261,369.611,0.256,369.905,0.284,370.215,0.314,370.497,0.318,370.724,0.296,370.889,0.266,371.002,0.247,371.082,0.248
"1005",1999.916667,369.235,0.289,369.442,0.274,369.648,0.25,369.891,0.24,370.194,0.254,370.541,0.273,370.893,0.277,371.213,0.268,371.483,0.26,371.697,0.266,371.864,0.286
"1006",1999.9375,369.542,0.252,369.743,0.247,369.942,0.229,370.181,0.214,370.49,0.215,370.862,0.224,371.263,0.23,371.654,0.235,372.004,0.252,372.297,0.282,372.534,0.323
"1007",1999.958333,369.852,0.23,370.061,0.229,370.265,0.212,370.505,0.191,370.816,0.18,371.2,0.181,371.627,0.189,372.058,0.21,372.457,0.247,372.799,0.297,373.081,0.354
"1008",1999.979167,370.22,0.235,370.442,0.229,370.647,0.206,370.879,0.179,371.179,0.16,371.555,0.156,371.983,0.165,372.424,0.195,372.838,0.246,373.199,0.307,373.498,0.374
"1009",2000,370.459,0.296,370.716,0.29,370.949,0.254,371.199,0.205,371.512,0.165,371.907,0.152,372.374,0.173,372.88,0.233,373.376,0.323,373.814,0.416,374.165,0.497
"1010",2000.020833,370.747,0.318,371.024,0.312,371.273,0.272,371.532,0.218,371.843,0.175,372.227,0.16,372.675,0.177,373.156,0.23,373.624,0.312,374.035,0.4,374.364,0.477
"1011",2000.041667,370.971,0.359,371.26,0.35,371.521,0.303,371.788,0.246,372.103,0.206,372.484,0.195,372.917,0.205,373.372,0.238,373.808,0.3,374.187,0.374,374.49,0.442
"1012",2000.0625,371.124,0.416,371.412,0.402,371.675,0.35,371.95,0.292,372.275,0.263,372.664,0.261,373.098,0.261,373.541,0.268,373.957,0.298,374.313,0.35,374.595,0.404
"1013",2000.083333,371.213,0.479,371.483,0.462,371.739,0.404,372.019,0.35,372.362,0.336,372.774,0.343,373.227,0.338,373.68,0.317,374.094,0.31,374.442,0.331,374.716,0.37
"1014",2000.104167,371.26,0.533,371.499,0.512,371.74,0.453,372.026,0.406,372.393,0.409,372.84,0.428,373.328,0.417,373.808,0.372,374.239,0.328,374.593,0.317,374.868,0.34
"1015",2000.125,371.299,0.519,371.501,0.481,371.725,0.418,372.017,0.399,372.412,0.444,372.899,0.49,373.429,0.481,373.943,0.419,374.396,0.343,374.763,0.303,375.045,0.312
"1016",2000.145833,371.38,0.577,371.543,0.543,371.749,0.484,372.048,0.461,372.468,0.497,372.99,0.537,373.554,0.52,374.095,0.443,374.565,0.347,374.939,0.284,375.222,0.281
"1017",2000.166667,371.73,0.565,371.819,0.504,371.96,0.445,372.215,0.441,372.615,0.494,373.135,0.542,373.706,0.525,374.253,0.444,374.723,0.338,375.092,0.261,375.364,0.252
"1018",2000.1875,371.838,0.49,371.95,0.439,372.131,0.391,372.427,0.401,372.855,0.467,373.38,0.519,373.934,0.505,374.45,0.425,374.882,0.318,375.214,0.236,375.455,0.221
"1019",2000.208333,372.021,0.413,372.175,0.366,372.407,0.325,372.744,0.346,373.186,0.42,373.691,0.474,374.198,0.463,374.65,0.389,375.015,0.288,375.285,0.206,375.478,0.188
"1020",2000.229167,372.273,0.353,372.479,0.303,372.765,0.262,373.136,0.289,373.576,0.363,374.04,0.418,374.474,0.41,374.837,0.346,375.113,0.252,375.307,0.175,375.441,0.153
"1021",2000.25,372.567,0.31,372.826,0.255,373.159,0.209,373.551,0.236,373.974,0.309,374.382,0.362,374.731,0.358,374.996,0.301,375.177,0.217,375.292,0.144,375.368,0.117
"1022",2000.270833,372.861,0.281,373.161,0.224,373.525,0.173,373.926,0.197,374.322,0.267,374.669,0.317,374.936,0.316,375.111,0.266,375.211,0.191,375.261,0.122,375.292,0.093
"1023",2000.291667,373.104,0.258,373.425,0.204,373.801,0.156,374.194,0.177,374.56,0.244,374.856,0.292,375.06,0.293,375.173,0.249,375.22,0.183,375.234,0.125,375.241,0.1
"1024",2000.3125,373.253,0.239,373.568,0.19,373.934,0.148,374.309,0.171,374.647,0.238,374.911,0.285,375.083,0.288,375.172,0.25,375.206,0.196,375.217,0.153,375.23,0.137
"1025",2000.333333,373.274,0.221,373.555,0.177,373.889,0.144,374.237,0.174,374.556,0.242,374.812,0.289,374.988,0.295,375.095,0.264,375.158,0.222,375.203,0.194,375.249,0.184
"1026",2000.354167,373.155,0.2,373.37,0.16,373.65,0.138,373.964,0.177,374.274,0.246,374.545,0.295,374.761,0.304,374.925,0.28,375.052,0.251,375.161,0.233,375.262,0.227
"1027",2000.375,372.913,0.236,373.039,0.199,373.24,0.165,373.506,0.184,373.807,0.242,374.109,0.289,374.387,0.301,374.634,0.286,374.849,0.27,375.038,0.262,375.205,0.257
"1028",2000.395833,372.529,0.191,372.54,0.168,372.649,0.148,372.861,0.168,373.157,0.218,373.5,0.26,373.854,0.275,374.193,0.274,374.503,0.273,374.774,0.275,375.006,0.271
"1029",2000.416667,372.035,0.151,371.923,0.14,371.927,0.13,372.074,0.142,372.354,0.176,372.727,0.207,373.146,0.228,373.567,0.244,373.959,0.261,374.301,0.27,374.585,0.27
"1030",2000.4375,371.488,0.119,371.252,0.116,371.139,0.112,371.198,0.117,371.432,0.136,371.804,0.16,372.254,0.185,372.724,0.214,373.169,0.24,373.556,0.254,373.872,0.254
"1031",2000.458333,370.906,0.125,370.563,0.108,370.334,0.106,370.284,0.125,370.433,0.159,370.752,0.191,371.179,0.211,371.648,0.223,372.102,0.23,372.498,0.23,372.817,0.225
"1032",2000.479167,370.319,0.178,369.896,0.138,369.558,0.127,369.38,0.179,369.399,0.25,369.603,0.302,369.939,0.315,370.344,0.291,370.755,0.248,371.122,0.209,371.418,0.188
"1033",2000.5,369.744,0.256,369.28,0.195,368.848,0.175,368.527,0.253,368.371,0.361,368.394,0.436,368.569,0.444,368.845,0.387,369.163,0.293,369.466,0.201,369.715,0.15
"1034",2000.520833,369.195,0.344,368.729,0.267,368.225,0.235,367.756,0.327,367.39,0.465,367.175,0.558,367.124,0.562,367.214,0.481,367.395,0.347,367.605,0.21,367.79,0.124
"1035",2000.541667,368.688,0.228,368.245,0.185,367.685,0.233,367.067,0.384,366.472,0.546,365.986,0.646,365.672,0.646,365.543,0.547,365.563,0.389,365.664,0.227,365.777,0.123
"1036",2000.5625,368.208,0.258,367.802,0.219,367.201,0.276,366.447,0.434,365.629,0.604,364.874,0.707,364.294,0.7,363.942,0.589,363.798,0.417,363.79,0.247,363.831,0.147
"1037",2000.583333,367.709,0.281,367.345,0.255,366.725,0.316,365.869,0.471,364.869,0.636,363.885,0.733,363.075,0.719,362.527,0.599,362.239,0.423,362.134,0.258,362.113,0.174
"1038",2000.604167,367.209,0.299,366.876,0.288,366.25,0.352,365.332,0.492,364.212,0.642,363.069,0.727,362.096,0.704,361.41,0.581,361.017,0.408,360.842,0.252,360.777,0.186
"1039",2000.625,366.719,0.308,366.402,0.313,365.784,0.373,364.85,0.492,363.685,0.62,362.475,0.69,361.428,0.66,360.673,0.538,360.226,0.374,360.013,0.23,359.922,0.177
"1040",2000.645833,366.267,0.306,365.955,0.321,365.361,0.371,364.462,0.466,363.334,0.571,362.154,0.624,361.125,0.59,360.376,0.476,359.926,0.325,359.705,0.194,359.605,0.151
"1041",2000.666667,365.896,0.287,365.587,0.305,365.038,0.344,364.225,0.415,363.21,0.493,362.147,0.532,361.219,0.501,360.541,0.402,360.13,0.271,359.924,0.158,359.828,0.121
"1042",2000.6875,365.654,0.249,365.357,0.267,364.875,0.294,364.188,0.342,363.342,0.398,362.462,0.428,361.696,0.405,361.137,0.331,360.797,0.232,360.622,0.145,360.539,0.112
"1043",2000.708333,365.587,0.197,365.319,0.21,364.925,0.226,364.39,0.258,363.747,0.301,363.088,0.33,362.518,0.325,362.104,0.283,361.849,0.224,361.716,0.168,361.649,0.137
"1044",2000.729167,365.721,0.144,365.505,0.146,365.216,0.154,364.845,0.183,364.417,0.229,363.985,0.27,363.617,0.288,363.349,0.278,363.18,0.247,363.084,0.208,363.03,0.176
"1045",2000.75,366.064,0.122,365.92,0.103,365.745,0.105,365.538,0.148,365.311,0.213,365.092,0.272,364.907,0.305,364.769,0.307,364.671,0.284,364.602,0.248,364.552,0.213
"1046",2000.770833,366.593,0.155,366.536,0.124,366.473,0.119,366.414,0.174,366.363,0.252,366.322,0.319,366.288,0.352,366.251,0.349,366.203,0.32,366.147,0.279,366.092,0.241
"1047",2000.791667,367.262,0.216,367.292,0.183,367.331,0.174,367.394,0.224,367.483,0.305,367.579,0.373,367.657,0.402,367.69,0.388,367.672,0.347,367.615,0.299,367.547,0.26
"1048",2000.8125,368.009,0.281,368.12,0.246,368.244,0.231,368.401,0.271,368.59,0.349,368.783,0.414,368.934,0.436,369.009,0.412,369.002,0.361,368.935,0.307,368.849,0.268
"1049",2000.833333,368.769,0.343,368.95,0.3,369.141,0.273,369.365,0.302,369.622,0.37,369.873,0.43,370.064,0.446,370.157,0.415,370.147,0.358,370.067,0.302,369.963,0.264
"1050",2000.854167,369.485,0.397,369.724,0.342,369.966,0.3,370.237,0.311,370.534,0.369,370.816,0.42,371.024,0.431,371.118,0.398,371.101,0.341,371.009,0.286,370.894,0.251
"1051",2000.875,370.115,0.441,370.401,0.369,370.684,0.308,370.987,0.3,371.307,0.344,371.6,0.389,371.811,0.398,371.902,0.367,371.88,0.314,371.785,0.264,371.668,0.233
"1052",2000.895833,370.64,0.471,370.962,0.383,371.278,0.301,371.604,0.274,371.935,0.306,372.23,0.346,372.438,0.357,372.529,0.332,372.512,0.287,372.428,0.243,372.326,0.215
"1053",2000.916667,371.059,0.483,371.409,0.381,371.75,0.282,372.093,0.239,372.429,0.264,372.724,0.304,372.932,0.319,373.033,0.304,373.037,0.269,372.981,0.231,372.908,0.205
"1054",2000.9375,371.392,0.471,371.756,0.365,372.114,0.257,372.467,0.204,372.807,0.226,373.104,0.269,373.323,0.292,373.449,0.288,373.49,0.264,373.478,0.233,373.447,0.206
"1055",2000.958333,371.664,0.436,372.028,0.333,372.388,0.227,372.744,0.175,373.088,0.2,373.394,0.247,373.637,0.278,373.803,0.285,373.898,0.271,373.942,0.245,373.964,0.218
"1056",2000.979167,371.905,0.381,372.249,0.288,372.595,0.19,372.945,0.134,373.291,0.151,373.616,0.197,373.896,0.235,374.117,0.257,374.276,0.26,374.385,0.247,374.462,0.227
"1057",2001,372.219,0.284,372.531,0.212,372.864,0.147,373.232,0.135,373.63,0.179,374.026,0.229,374.378,0.261,374.651,0.268,374.832,0.253,374.939,0.225,375.001,0.202
"1058",2001.020833,372.434,0.232,372.7,0.174,373.003,0.137,373.368,0.16,373.791,0.222,374.236,0.279,374.647,0.309,374.978,0.307,375.207,0.277,375.349,0.236,375.436,0.203
"1059",2001.041667,372.657,0.209,372.868,0.161,373.132,0.146,373.487,0.193,373.934,0.267,374.426,0.328,374.893,0.354,375.273,0.34,375.539,0.295,375.703,0.239,375.8,0.195
"1060",2001.0625,372.88,0.223,373.035,0.181,373.259,0.175,373.605,0.227,374.072,0.304,374.606,0.364,375.119,0.384,375.534,0.359,375.819,0.301,375.988,0.232,376.083,0.178
"1061",2001.083333,373.093,0.274,373.202,0.232,373.395,0.222,373.734,0.262,374.22,0.328,374.786,0.381,375.328,0.393,375.759,0.358,376.045,0.29,376.203,0.214,376.283,0.153
"1062",2001.104167,373.289,0.355,373.369,0.306,373.546,0.278,373.888,0.294,374.391,0.341,374.978,0.381,375.531,0.382,375.958,0.34,376.226,0.268,376.361,0.188,376.416,0.128
"1063",2001.125,373.464,0.448,373.54,0.387,373.723,0.337,374.078,0.323,374.598,0.345,375.194,0.369,375.74,0.361,376.144,0.314,376.379,0.24,376.478,0.162,376.502,0.104
"1064",2001.145833,373.627,0.533,373.722,0.457,373.932,0.383,374.313,0.342,374.848,0.342,375.441,0.353,375.963,0.339,376.329,0.29,376.519,0.217,376.576,0.141,376.566,0.087
"1065",2001.166667,373.794,0.588,373.934,0.499,374.188,0.408,374.602,0.347,375.147,0.331,375.723,0.336,376.206,0.321,376.521,0.272,376.659,0.201,376.672,0.128,376.628,0.08
"1066",2001.1875,373.99,0.599,374.189,0.506,374.497,0.405,374.944,0.334,375.49,0.312,376.036,0.316,376.469,0.303,376.724,0.258,376.808,0.191,376.776,0.123,376.701,0.079
"1067",2001.208333,374.232,0.567,374.496,0.477,374.858,0.377,375.329,0.306,375.864,0.286,376.368,0.294,376.741,0.286,376.935,0.247,376.965,0.185,376.893,0.12,376.791,0.08
"1068",2001.229167,374.524,0.498,374.846,0.419,375.25,0.331,375.734,0.272,376.245,0.264,376.697,0.28,377.008,0.278,377.142,0.243,377.125,0.184,377.02,0.121,376.895,0.079
"1069",2001.25,374.844,0.406,375.205,0.346,375.632,0.279,376.112,0.246,376.589,0.261,376.988,0.29,377.242,0.294,377.328,0.26,377.276,0.198,377.149,0.13,377.011,0.078
"1070",2001.270833,375.151,0.309,375.524,0.269,375.949,0.232,376.406,0.237,376.845,0.283,377.198,0.328,377.411,0.337,377.469,0.299,377.403,0.228,377.271,0.147,377.132,0.081
"1071",2001.291667,375.387,0.221,375.739,0.201,376.135,0.197,376.557,0.242,376.96,0.318,377.284,0.378,377.483,0.39,377.543,0.347,377.49,0.264,377.375,0.17,377.252,0.095
"1072",2001.3125,375.491,0.151,375.788,0.146,376.131,0.174,376.51,0.252,376.886,0.348,377.206,0.418,377.425,0.433,377.522,0.385,377.514,0.295,377.445,0.194,377.359,0.118
"1073",2001.333333,375.418,0.103,375.628,0.106,375.898,0.158,376.228,0.254,376.59,0.359,376.933,0.434,377.205,0.449,377.376,0.401,377.449,0.31,377.454,0.213,377.43,0.147
"1074",2001.354167,375.149,0.076,375.248,0.084,375.428,0.144,375.706,0.243,376.064,0.346,376.45,0.417,376.802,0.431,377.076,0.387,377.259,0.306,377.365,0.224,377.423,0.175
"1075",2001.375,374.693,0.077,374.671,0.083,374.751,0.132,374.972,0.217,375.324,0.305,375.757,0.367,376.199,0.38,376.59,0.346,376.9,0.285,377.126,0.229,377.283,0.2
"1076",2001.395833,374.097,0.111,373.949,0.108,373.925,0.127,374.079,0.179,374.413,0.242,374.877,0.289,375.395,0.301,375.894,0.284,376.328,0.254,376.673,0.232,376.933,0.223
"1077",2001.416667,373.427,0.159,373.165,0.148,373.036,0.133,373.108,0.135,373.391,0.161,373.844,0.187,374.395,0.203,374.966,0.213,375.498,0.224,375.948,0.235,376.3,0.241
"1078",2001.4375,372.751,0.208,372.399,0.189,372.17,0.151,372.136,0.108,372.32,0.079,372.699,0.083,373.216,0.116,373.801,0.163,374.384,0.208,374.904,0.238,375.326,0.252
"1079",2001.458333,372.127,0.242,371.715,0.22,371.39,0.176,371.224,0.129,371.254,0.103,371.483,0.112,371.886,0.144,372.412,0.181,372.988,0.215,373.533,0.239,373.99,0.251
"1080",2001.479167,371.591,0.253,371.148,0.231,370.732,0.198,370.409,0.187,370.229,0.211,370.234,0.245,370.444,0.262,370.835,0.258,371.338,0.245,371.857,0.235,372.311,0.236
"1081",2001.5,371.142,0.241,370.691,0.222,370.187,0.217,369.684,0.257,369.253,0.327,368.978,0.382,368.931,0.391,369.125,0.352,369.5,0.287,369.947,0.229,370.362,0.207
"1082",2001.520833,370.751,0.218,370.302,0.204,369.711,0.234,369.021,0.322,368.319,0.428,367.738,0.5,367.402,0.502,367.364,0.437,367.575,0.329,367.916,0.225,368.262,0.171
"1083",2001.541667,370.374,0.2,369.924,0.189,369.248,0.247,368.378,0.37,367.417,0.501,366.54,0.583,365.921,0.583,365.647,0.499,365.681,0.365,365.9,0.226,366.161,0.141
"1084",2001.5625,369.961,0.193,369.5,0.182,368.746,0.254,367.722,0.393,366.546,0.536,365.423,0.623,364.565,0.62,364.085,0.528,363.956,0.381,364.055,0.228,364.228,0.127
"1085",2001.583333,369.474,0.189,368.991,0.173,368.174,0.246,367.044,0.387,365.725,0.53,364.439,0.615,363.417,0.611,362.786,0.519,362.529,0.374,362.525,0.224,362.618,0.125
"1086",2001.604167,368.908,0.178,368.395,0.156,367.543,0.22,366.368,0.352,364.996,0.485,363.649,0.564,362.555,0.559,361.844,0.475,361.506,0.344,361.425,0.21,361.452,0.124
"1087",2001.625,368.288,0.161,367.75,0.131,366.901,0.183,365.757,0.298,364.433,0.413,363.13,0.481,362.059,0.477,361.339,0.406,360.962,0.298,360.829,0.188,360.803,0.119
"1088",2001.645833,367.676,0.155,367.133,0.12,366.334,0.149,365.293,0.238,364.107,0.329,362.943,0.383,361.977,0.38,361.306,0.325,360.929,0.243,360.762,0.16,360.696,0.11
"1089",2001.666667,367.154,0.17,366.638,0.136,365.936,0.137,365.062,0.187,364.085,0.249,363.129,0.288,362.323,0.286,361.745,0.249,361.392,0.192,361.207,0.137,361.107,0.104
"1090",2001.6875,366.808,0.195,366.358,0.162,365.795,0.143,365.129,0.157,364.402,0.193,363.688,0.217,363.072,0.216,362.604,0.192,362.287,0.156,362.088,0.123,361.958,0.105
"1091",2001.708333,366.626,0.225,366.248,0.204,365.833,0.195,365.39,0.21,364.934,0.232,364.492,0.239,364.096,0.221,363.765,0.186,363.507,0.149,363.312,0.122,363.164,0.113
"1092",2001.729167,366.868,0.238,366.668,0.23,366.472,0.238,366.271,0.265,366.045,0.293,365.789,0.298,365.511,0.27,365.23,0.219,364.964,0.165,364.734,0.129,364.549,0.121
"1093",2001.75,367.369,0.236,367.346,0.245,367.347,0.278,367.349,0.329,367.309,0.371,367.199,0.377,367.014,0.34,366.772,0.27,366.505,0.191,366.252,0.134,366.04,0.119
"1094",2001.770833,368.068,0.212,368.203,0.242,368.364,0.305,368.518,0.385,368.612,0.445,368.606,0.456,368.489,0.411,368.28,0.323,368.02,0.219,367.76,0.134,367.539,0.102
"1095",2001.791667,368.873,0.158,369.132,0.215,369.408,0.315,369.666,0.425,369.85,0.503,369.915,0.521,369.849,0.47,369.672,0.368,369.429,0.244,369.179,0.131,368.966,0.075
"1096",2001.8125,369.68,0.091,370.022,0.185,370.375,0.315,370.701,0.445,370.947,0.535,371.065,0.557,371.043,0.504,370.9,0.394,370.687,0.259,370.461,0.133,370.268,0.061
"1097",2001.833333,370.41,0.122,370.798,0.206,371.196,0.324,371.572,0.445,371.871,0.532,372.042,0.553,372.066,0.5,371.964,0.392,371.787,0.26,371.593,0.141,371.428,0.086
"1098",2001.854167,371.023,0.229,371.428,0.285,371.856,0.356,372.276,0.435,372.633,0.497,372.864,0.509,372.942,0.461,372.886,0.364,372.745,0.248,372.581,0.151,372.441,0.121
"1099",2001.875,371.52,0.324,371.925,0.37,372.377,0.401,372.846,0.429,373.269,0.454,373.571,0.455,373.709,0.413,373.697,0.331,373.586,0.235,373.443,0.159,373.318,0.143
"1100",2001.895833,371.938,0.381,372.34,0.427,372.817,0.442,373.338,0.446,373.83,0.454,374.202,0.452,374.398,0.415,374.423,0.34,374.332,0.247,374.197,0.171,374.076,0.148
"1101",2001.916667,372.327,0.397,372.732,0.446,373.234,0.471,373.801,0.492,374.353,0.519,374.785,0.528,375.026,0.492,375.077,0.406,374.995,0.293,374.859,0.19,374.733,0.142
"1102",2001.9375,372.726,0.389,373.142,0.439,373.665,0.486,374.262,0.547,374.851,0.608,375.32,0.634,375.59,0.593,375.657,0.489,375.579,0.349,375.44,0.214,375.308,0.136
"1103",2001.958333,373.151,0.388,373.582,0.43,374.114,0.492,374.717,0.58,375.312,0.666,375.79,0.701,376.071,0.657,376.147,0.541,376.078,0.385,375.942,0.234,375.812,0.141
"1104",2001.979167,373.564,0.411,374.012,0.436,374.544,0.487,375.13,0.572,375.701,0.656,376.164,0.691,376.444,0.647,376.532,0.533,376.482,0.382,376.367,0.237,376.253,0.149
"1105",2002,373.687,0.381,373.996,0.358,374.387,0.338,374.874,0.349,375.424,0.394,375.954,0.432,376.37,0.427,376.621,0.374,376.716,0.291,376.707,0.209,376.659,0.157
"1106",2002.020833,374.05,0.386,374.367,0.359,374.744,0.32,375.193,0.299,375.691,0.308,376.175,0.323,376.567,0.317,376.823,0.28,376.948,0.227,376.98,0.177,376.971,0.145
"1107",2002.041667,374.34,0.366,374.657,0.337,375.016,0.289,375.426,0.242,375.874,0.215,376.314,0.206,376.685,0.197,376.952,0.179,377.114,0.158,377.195,0.139,377.235,0.125
"1108",2002.0625,374.54,0.329,374.855,0.301,375.202,0.25,375.588,0.197,376.002,0.162,376.41,0.149,376.768,0.143,377.049,0.133,377.247,0.121,377.375,0.111,377.46,0.105
"1109",2002.083333,374.666,0.289,374.979,0.261,375.329,0.215,375.712,0.181,376.114,0.18,376.508,0.195,376.863,0.196,377.155,0.173,377.379,0.138,377.541,0.107,377.66,0.093
"1110",2002.104167,374.75,0.263,375.066,0.237,375.433,0.199,375.836,0.187,376.251,0.218,376.65,0.251,377.007,0.254,377.304,0.221,377.537,0.167,377.712,0.115,377.845,0.089
"1111",2002.125,374.831,0.259,375.153,0.237,375.547,0.204,375.987,0.201,376.433,0.239,376.851,0.276,377.212,0.28,377.504,0.243,377.728,0.181,377.895,0.119,378.022,0.085
"1112",2002.145833,374.937,0.273,375.265,0.253,375.688,0.219,376.171,0.21,376.658,0.241,377.101,0.274,377.467,0.277,377.746,0.24,377.947,0.179,378.087,0.117,378.191,0.081
"1113",2002.166667,375.084,0.289,375.41,0.268,375.856,0.232,376.376,0.215,376.903,0.236,377.373,0.266,377.744,0.267,378.006,0.233,378.173,0.175,378.276,0.116,378.347,0.081
"1114",2002.1875,375.428,0.263,375.753,0.238,376.181,0.199,376.681,0.19,377.193,0.228,377.65,0.268,378.003,0.275,378.237,0.243,378.369,0.186,378.435,0.127,378.472,0.089
"1115",2002.208333,375.692,0.272,375.986,0.244,376.388,0.203,376.878,0.202,377.394,0.253,377.859,0.302,378.211,0.31,378.43,0.275,378.535,0.211,378.568,0.145,378.574,0.104
"1116",2002.229167,375.949,0.275,376.201,0.245,376.565,0.208,377.03,0.221,377.538,0.288,378.004,0.347,378.354,0.357,378.562,0.315,378.647,0.24,378.654,0.164,378.633,0.115
"1117",2002.25,376.199,0.274,376.402,0.246,376.717,0.214,377.141,0.24,377.626,0.321,378.08,0.388,378.425,0.398,378.624,0.349,378.696,0.264,378.686,0.177,378.649,0.122
"1118",2002.270833,376.433,0.274,376.589,0.249,376.849,0.22,377.224,0.256,377.669,0.344,378.099,0.414,378.429,0.422,378.618,0.368,378.682,0.276,378.666,0.183,378.622,0.127
"1119",2002.291667,376.621,0.278,376.736,0.253,376.949,0.225,377.274,0.262,377.675,0.349,378.07,0.418,378.377,0.424,378.554,0.368,378.614,0.276,378.597,0.186,378.554,0.135
"1120",2002.3125,376.517,0.118,376.608,0.103,376.817,0.142,377.15,0.237,377.559,0.337,377.958,0.4,378.265,0.402,378.444,0.348,378.509,0.263,378.5,0.185,378.467,0.146
"1121",2002.333333,376.625,0.121,376.699,0.112,376.869,0.139,377.142,0.215,377.482,0.3,377.819,0.354,378.086,0.357,378.25,0.312,378.322,0.245,378.334,0.189,378.323,0.166
"1122",2002.354167,376.656,0.156,376.713,0.151,376.84,0.154,377.048,0.191,377.312,0.248,377.582,0.288,377.807,0.292,377.963,0.263,378.054,0.223,378.1,0.196,378.125,0.188
"1123",2002.375,376.572,0.211,376.606,0.205,376.682,0.185,376.816,0.176,376.998,0.192,377.199,0.213,377.387,0.218,377.545,0.212,377.672,0.207,377.768,0.209,377.844,0.212
