"","YearDecimal","Latitude30value","Latitude30uncertainty","Latitude33value","Latitude33uncertainty","Latitude37value","Latitude37uncertainty","Latitude41value","Latitude41uncertainty","Latitude44value","Latitude44uncertainty","Latitude49value","Latitude49uncertainty","Latitude53value","Latitude53uncertainty","Latitude58value","Latitude58uncertainty","Latitude64value","Latitude64uncertainty","Latitude72value","Latitude72uncertainty","Latitude90value","Latitude90uncertainty"
"1",1979,338.449,0.633,338.767,0.628,338.966,0.563,339.078,0.462,339.14,0.348,339.185,0.244,339.234,0.161,339.293,0.103,339.356,0.073,339.418,0.068,339.472,0.08
"2",1979.020833,338.869,0.643,339.2,0.639,339.41,0.575,339.528,0.476,339.588,0.366,339.622,0.265,339.646,0.186,339.669,0.129,339.692,0.091,339.714,0.075,339.732,0.082
"3",1979.041667,339.249,0.639,339.579,0.636,339.787,0.574,339.902,0.478,339.957,0.372,339.981,0.277,339.991,0.201,339.995,0.144,339.998,0.102,339.999,0.08,340.001,0.084
"4",1979.0625,339.58,0.617,339.893,0.614,340.087,0.555,340.19,0.462,340.237,0.358,340.254,0.265,340.261,0.191,340.266,0.136,340.27,0.098,340.274,0.08,340.278,0.085
"5",1979.083333,339.859,0.578,340.143,0.575,340.314,0.519,340.4,0.429,340.437,0.328,340.454,0.236,340.47,0.163,340.491,0.113,340.516,0.083,340.542,0.076,340.564,0.086
"6",1979.104167,340.097,0.53,340.347,0.528,340.491,0.477,340.558,0.393,340.586,0.298,340.607,0.212,340.639,0.143,340.688,0.096,340.747,0.074,340.808,0.074,340.861,0.088
"7",1979.125,340.313,0.486,340.532,0.486,340.65,0.441,340.7,0.369,340.722,0.285,340.749,0.21,340.801,0.151,340.881,0.11,340.978,0.085,341.076,0.079,341.162,0.089
"8",1979.145833,340.532,0.459,340.73,0.463,340.829,0.426,340.866,0.363,340.883,0.293,340.915,0.231,340.982,0.18,341.086,0.138,341.213,0.105,341.342,0.087,341.455,0.09
"9",1979.166667,340.773,0.464,340.964,0.469,341.056,0.435,341.084,0.374,341.095,0.309,341.125,0.249,341.197,0.2,341.311,0.155,341.451,0.116,341.594,0.092,341.719,0.091
"10",1979.1875,340.984,0.515,341.183,0.518,341.288,0.474,341.33,0.4,341.35,0.32,341.383,0.249,341.451,0.191,341.557,0.145,341.687,0.109,341.82,0.091,341.937,0.093
"11",1979.208333,341.286,0.575,341.496,0.577,341.611,0.523,341.658,0.434,341.674,0.332,341.694,0.239,341.739,0.166,341.812,0.116,341.905,0.088,342.001,0.083,342.086,0.095
"12",1979.229167,341.596,0.645,341.83,0.646,341.963,0.584,342.021,0.48,342.037,0.36,342.039,0.249,342.047,0.161,342.069,0.103,342.102,0.078,342.138,0.082,342.171,0.098
"13",1979.25,341.889,0.699,342.152,0.699,342.312,0.636,342.388,0.53,342.406,0.411,342.391,0.303,342.359,0.219,342.32,0.157,342.28,0.115,342.242,0.097,342.211,0.103
"14",1979.270833,342.134,0.706,342.424,0.712,342.613,0.656,342.713,0.566,342.742,0.466,342.717,0.379,342.651,0.305,342.556,0.237,342.447,0.173,342.339,0.123,342.246,0.108
"15",1979.291667,342.3,0.649,342.609,0.661,342.822,0.624,342.948,0.559,342.996,0.492,342.976,0.432,342.895,0.37,342.768,0.297,342.614,0.215,342.46,0.144,342.324,0.109
"16",1979.3125,342.363,0.519,342.672,0.538,342.899,0.522,343.048,0.491,343.123,0.458,343.125,0.423,343.06,0.374,342.94,0.305,342.786,0.222,342.626,0.144,342.486,0.103
"17",1979.333333,342.303,0.333,342.589,0.353,342.812,0.356,342.976,0.353,343.081,0.345,343.126,0.33,343.113,0.295,343.048,0.241,342.95,0.176,342.842,0.117,342.744,0.089
"18",1979.354167,342.111,0.142,342.346,0.153,342.542,0.157,342.704,0.158,342.836,0.155,342.937,0.146,343.007,0.129,343.048,0.105,343.066,0.082,343.068,0.072,343.065,0.077
"19",1979.375,341.784,0.174,341.944,0.171,342.089,0.163,342.23,0.156,342.378,0.154,342.538,0.153,342.711,0.145,342.892,0.127,343.067,0.103,343.225,0.083,343.356,0.079
"20",1979.395833,341.333,0.325,341.403,0.347,341.476,0.37,341.574,0.401,341.717,0.431,341.924,0.441,342.197,0.417,342.523,0.354,342.871,0.264,343.2,0.169,343.48,0.1
"21",1979.416667,340.78,0.416,340.752,0.475,340.735,0.549,340.764,0.631,340.874,0.699,341.096,0.724,341.441,0.683,341.888,0.577,342.387,0.425,342.87,0.26,343.287,0.127
"22",1979.4375,340.143,0.424,340.016,0.532,339.896,0.667,339.83,0.805,339.87,0.912,340.063,0.95,340.428,0.898,340.943,0.756,341.54,0.553,342.13,0.332,342.643,0.15
"23",1979.458333,339.444,0.378,339.221,0.54,338.987,0.729,338.8,0.912,338.729,1.046,338.839,1.094,339.159,1.032,339.667,0.866,340.288,0.629,340.917,0.374,341.468,0.16
"24",1979.479167,338.703,0.374,338.387,0.561,338.028,0.769,337.694,0.963,337.473,1.102,337.444,1.148,337.651,1.079,338.077,0.901,338.642,0.651,339.236,0.383,339.762,0.159
"25",1979.5,337.939,0.504,337.53,0.658,337.036,0.827,336.534,0.988,336.128,1.103,335.916,1.133,335.954,1.053,336.231,0.873,336.673,0.626,337.167,0.364,337.615,0.149
"26",1979.520833,337.169,0.714,336.664,0.825,336.026,0.924,335.343,1.016,334.734,1.079,334.312,1.077,334.144,0.986,334.232,0.806,334.507,0.571,334.861,0.327,335.194,0.136
"27",1979.541667,336.409,0.922,335.806,1.003,335.024,1.037,334.161,1.053,333.349,1.053,332.714,1.01,332.335,0.902,332.222,0.725,332.317,0.505,332.517,0.285,332.723,0.124
"28",1979.5625,335.679,1.08,334.981,1.142,334.069,1.131,333.046,1.086,332.056,1.028,331.232,0.947,330.662,0.821,330.366,0.647,330.293,0.444,330.349,0.245,330.436,0.116
"29",1979.583333,335.002,1.165,334.226,1.216,333.217,1.177,332.079,1.091,330.957,0.991,329.992,0.879,329.275,0.742,328.832,0.572,328.62,0.385,328.554,0.21,328.539,0.111
"30",1979.604167,334.412,1.175,333.598,1.217,332.548,1.16,331.364,1.049,330.185,0.921,329.147,0.79,328.341,0.647,327.797,0.488,327.48,0.321,327.316,0.174,327.217,0.106
"31",1979.625,333.94,1.126,333.14,1.157,332.119,1.086,330.967,0.955,329.809,0.806,328.768,0.661,327.929,0.52,327.323,0.379,326.927,0.244,326.679,0.135,326.507,0.104
"32",1979.645833,333.621,1.04,332.896,1.058,331.978,0.973,330.936,0.825,329.875,0.655,328.895,0.494,328.068,0.354,327.428,0.237,326.963,0.146,326.635,0.096,326.389,0.105
"33",1979.666667,333.435,0.951,332.853,0.952,332.11,0.856,331.253,0.696,330.355,0.515,329.49,0.346,328.714,0.212,328.06,0.129,327.534,0.096,327.125,0.098,326.803,0.113
"34",1979.6875,333.49,0.868,333.088,0.867,332.559,0.783,331.924,0.65,331.223,0.514,330.498,0.405,329.789,0.33,329.126,0.272,328.538,0.216,328.041,0.16,327.637,0.127
"35",1979.708333,333.735,0.811,333.536,0.823,333.239,0.78,332.841,0.718,332.349,0.667,331.776,0.628,331.144,0.575,330.484,0.487,329.843,0.367,329.268,0.24,328.788,0.145
"36",1979.729167,334.149,0.774,334.15,0.812,334.074,0.824,333.896,0.839,333.6,0.86,333.174,0.857,332.624,0.799,331.982,0.674,331.31,0.5,330.681,0.31,330.146,0.158
"37",1979.75,334.693,0.741,334.866,0.805,334.972,0.866,334.976,0.938,334.844,1.001,334.548,1.017,334.082,0.952,333.479,0.8,332.809,0.587,332.162,0.356,331.605,0.165
"38",1979.770833,335.316,0.695,335.615,0.775,335.851,0.866,335.985,0.97,335.974,1.055,335.784,1.079,335.403,1.01,334.86,0.848,334.23,0.618,333.606,0.37,333.065,0.163
"39",1979.791667,335.964,0.621,336.338,0.709,336.646,0.813,336.855,0.927,336.922,1.018,336.813,1.045,336.513,0.979,336.048,0.82,335.488,0.596,334.924,0.355,334.433,0.154
"40",1979.8125,336.585,0.527,336.985,0.612,337.318,0.716,337.556,0.829,337.664,0.917,337.611,0.942,337.383,0.883,337.002,0.74,336.53,0.536,336.049,0.32,335.628,0.143
"41",1979.833333,337.14,0.431,337.53,0.508,337.852,0.605,338.086,0.708,338.207,0.787,338.188,0.811,338.018,0.76,337.714,0.636,337.329,0.463,336.933,0.278,336.584,0.133
"42",1979.854167,337.608,0.351,337.97,0.422,338.265,0.51,338.48,0.602,338.596,0.673,338.593,0.695,338.459,0.652,338.212,0.545,337.893,0.398,337.562,0.243,337.271,0.13
"43",1979.875,337.987,0.307,338.319,0.37,338.586,0.45,338.78,0.533,338.885,0.596,338.884,0.616,338.768,0.578,338.551,0.484,338.271,0.355,337.981,0.222,337.725,0.132
"44",1979.895833,338.304,0.311,338.61,0.365,338.856,0.433,339.031,0.506,339.122,0.561,339.113,0.578,338.997,0.542,338.789,0.453,338.523,0.333,338.248,0.213,338.007,0.136
"45",1979.916667,338.589,0.376,338.881,0.416,339.111,0.462,339.269,0.514,339.343,0.555,339.319,0.565,339.193,0.527,338.98,0.442,338.714,0.325,338.443,0.211,338.206,0.143
"46",1979.9375,338.888,0.509,339.173,0.531,339.39,0.54,339.528,0.552,339.58,0.563,339.536,0.557,339.396,0.513,339.176,0.428,338.91,0.316,338.643,0.208,338.411,0.147
"47",1979.958333,339.184,0.701,339.499,0.705,339.716,0.668,339.833,0.621,339.853,0.579,339.781,0.541,339.627,0.484,339.408,0.4,339.157,0.296,338.911,0.2,338.7,0.151
"48",1979.979167,339.554,0.916,339.887,0.907,340.092,0.828,340.176,0.715,340.158,0.604,340.06,0.513,339.902,0.433,339.702,0.348,339.487,0.259,339.284,0.183,339.113,0.152
"49",1980,340.036,0.513,340.142,0.37,340.181,0.222,340.185,0.123,340.175,0.124,340.15,0.158,340.099,0.175,340.016,0.168,339.908,0.149,339.791,0.135,339.683,0.138
"50",1980.020833,340.438,0.623,340.481,0.451,340.46,0.271,340.426,0.141,340.411,0.116,340.416,0.141,340.426,0.15,340.425,0.139,340.406,0.124,340.372,0.121,340.332,0.132
"51",1980.041667,340.38,0.448,340.505,0.331,340.58,0.212,340.638,0.132,340.702,0.114,340.775,0.121,340.849,0.122,340.913,0.114,340.961,0.107,340.992,0.113,341.009,0.13
"52",1980.0625,340.729,0.452,340.838,0.331,340.905,0.212,340.967,0.133,341.049,0.114,341.155,0.119,341.274,0.119,341.392,0.11,341.497,0.105,341.58,0.112,341.641,0.131
"53",1980.083333,341.091,0.439,341.198,0.32,341.268,0.202,341.342,0.126,341.441,0.109,341.569,0.117,341.715,0.117,341.86,0.108,341.99,0.103,342.095,0.111,342.174,0.13
"54",1980.104167,341.438,0.412,341.554,0.298,341.639,0.186,341.73,0.114,341.848,0.101,341.992,0.11,342.146,0.111,342.293,0.102,342.418,0.098,342.515,0.106,342.585,0.125
"55",1980.125,341.745,0.376,341.877,0.27,341.983,0.166,342.098,0.1,342.238,0.096,342.393,0.109,342.546,0.111,342.676,0.103,342.775,0.095,342.841,0.102,342.881,0.118
"56",1980.145833,341.998,0.34,342.143,0.243,342.272,0.146,342.414,0.094,342.578,0.104,342.747,0.127,342.895,0.135,343.003,0.125,343.064,0.11,343.087,0.105,343.089,0.114
"57",1980.166667,342.174,0.31,342.334,0.22,342.486,0.134,342.657,0.099,342.846,0.128,343.032,0.162,343.18,0.175,343.268,0.165,343.296,0.139,343.28,0.117,343.245,0.115
"58",1980.1875,342.291,0.287,342.452,0.204,342.617,0.128,342.811,0.112,343.027,0.155,343.235,0.198,343.393,0.216,343.477,0.203,343.487,0.169,343.448,0.136,343.389,0.124
"59",1980.208333,342.353,0.272,342.5,0.194,342.667,0.126,342.878,0.124,343.121,0.178,343.36,0.226,343.544,0.245,343.643,0.23,343.659,0.19,343.618,0.151,343.554,0.136
"60",1980.229167,342.402,0.27,342.514,0.193,342.664,0.129,342.879,0.133,343.146,0.19,343.42,0.241,343.645,0.259,343.783,0.241,343.83,0.198,343.813,0.158,343.766,0.146
"61",1980.25,342.429,0.267,342.495,0.192,342.62,0.131,342.834,0.138,343.126,0.194,343.444,0.241,343.724,0.257,343.92,0.236,344.022,0.193,344.049,0.157,344.038,0.15
"62",1980.270833,342.443,0.26,342.459,0.19,342.557,0.132,342.774,0.139,343.094,0.191,343.464,0.234,343.81,0.245,344.077,0.222,344.247,0.181,344.335,0.149,344.371,0.148
"63",1980.291667,342.444,0.246,342.415,0.182,342.494,0.131,342.719,0.14,343.075,0.187,343.502,0.225,343.916,0.231,344.256,0.202,344.496,0.152,344.645,0.107,344.733,0.089
"64",1980.3125,342.433,0.222,342.379,0.168,342.458,0.132,342.707,0.148,343.103,0.194,343.572,0.228,344.019,0.23,344.371,0.205,344.602,0.177,344.731,0.173,344.798,0.194
"65",1980.333333,342.396,0.185,342.321,0.149,342.41,0.132,342.692,0.159,343.136,0.207,343.652,0.241,344.132,0.245,344.495,0.23,344.716,0.234,344.824,0.27,344.868,0.323
"66",1980.354167,342.314,0.146,342.232,0.125,342.339,0.128,342.658,0.171,343.147,0.224,343.706,0.259,344.214,0.264,344.587,0.257,344.801,0.277,344.89,0.336,344.917,0.406
"67",1980.375,342.349,0.178,342.263,0.168,342.351,0.161,342.648,0.186,343.121,0.235,343.673,0.271,344.184,0.277,344.561,0.27,344.779,0.291,344.872,0.352,344.899,0.424
"68",1980.395833,342.047,0.11,341.976,0.119,342.092,0.137,342.415,0.178,342.905,0.227,343.468,0.261,343.987,0.263,344.376,0.251,344.612,0.263,344.724,0.313,344.773,0.376
"69",1980.416667,341.709,0.095,341.594,0.098,341.683,0.119,341.985,0.154,342.456,0.191,343.003,0.213,343.521,0.209,343.933,0.192,344.21,0.193,344.375,0.227,344.474,0.272
"70",1980.4375,341.405,0.103,341.234,0.11,341.242,0.119,341.443,0.126,341.805,0.127,342.264,0.122,342.739,0.106,343.164,0.09,343.504,0.093,343.756,0.114,343.941,0.141
"71",1980.458333,341.125,0.128,340.889,0.124,340.783,0.123,340.826,0.133,341.013,0.155,341.314,0.18,341.69,0.192,342.097,0.181,342.493,0.15,342.844,0.109,343.13,0.077
"72",1980.479167,340.623,0.154,340.206,0.175,339.881,0.224,339.695,0.299,339.678,0.379,339.843,0.432,340.176,0.44,340.637,0.396,341.158,0.313,341.661,0.228,342.088,0.183
"73",1980.5,339.933,0.141,339.366,0.224,338.841,0.351,338.425,0.5,338.192,0.635,338.198,0.719,338.464,0.719,338.957,0.632,339.586,0.49,340.231,0.351,340.792,0.281
"74",1980.520833,339.19,0.173,338.475,0.303,337.75,0.486,337.107,0.694,336.655,0.878,336.494,0.986,336.677,0.977,337.177,0.852,337.884,0.65,338.639,0.451,339.307,0.348
"75",1980.541667,338.421,0.23,337.575,0.381,336.678,0.597,335.837,0.844,335.191,1.063,334.873,1.188,334.961,1.173,335.437,1.015,336.175,0.768,336.99,0.52,337.72,0.386
"76",1980.5625,337.652,0.288,336.715,0.438,335.699,0.661,334.717,0.921,333.926,1.152,333.479,1.281,333.47,1.26,333.885,1.088,334.596,0.818,335.405,0.547,336.137,0.398
"77",1980.583333,336.912,0.337,335.935,0.472,334.865,0.672,333.814,0.916,332.942,1.135,332.406,1.257,332.304,1.232,332.63,1.06,333.259,0.795,333.998,0.533,334.673,0.391
"78",1980.604167,336.232,0.377,335.268,0.481,334.211,0.638,333.165,0.839,332.277,1.025,331.697,1.128,331.518,1.101,331.737,0.945,332.244,0.709,332.864,0.483,333.435,0.371
"79",1980.625,335.645,0.406,334.744,0.474,333.761,0.573,332.783,0.712,331.939,0.851,331.36,0.926,331.127,0.898,331.239,0.768,331.605,0.581,332.077,0.41,332.518,0.342
"80",1980.645833,335.182,0.421,334.383,0.457,333.518,0.495,332.659,0.565,331.909,0.645,331.372,0.689,331.113,0.662,331.134,0.566,331.361,0.433,331.682,0.328,331.989,0.302
"81",1980.666667,334.872,0.42,334.199,0.431,333.481,0.418,332.771,0.421,332.148,0.444,331.688,0.456,331.437,0.431,331.393,0.368,331.506,0.292,331.694,0.247,331.879,0.253
"82",1980.6875,334.736,0.404,334.199,0.397,333.638,0.351,333.091,0.302,332.615,0.272,332.257,0.256,332.043,0.234,331.969,0.2,332.001,0.173,332.088,0.172,332.178,0.194
"83",1980.708333,334.777,0.373,334.388,0.356,333.984,0.293,333.601,0.216,333.274,0.15,333.029,0.108,332.874,0.089,332.801,0.081,332.788,0.089,332.807,0.109,332.832,0.132
"84",1980.729167,335.254,0.469,334.95,0.42,334.635,0.324,334.349,0.216,334.124,0.131,333.968,0.091,333.871,0.083,333.816,0.077,333.786,0.07,333.766,0.069,333.747,0.078
"85",1980.75,335.395,0.335,335.149,0.276,334.939,0.2,334.808,0.15,334.767,0.151,334.796,0.172,334.853,0.176,334.898,0.156,334.914,0.119,334.903,0.082,334.877,0.063
"86",1980.770833,335.868,0.302,335.707,0.247,335.597,0.181,335.58,0.156,335.662,0.188,335.805,0.227,335.95,0.238,336.048,0.213,336.084,0.164,336.07,0.115,336.035,0.091
"87",1980.791667,336.458,0.281,336.369,0.229,336.34,0.172,336.414,0.167,336.59,0.22,336.821,0.271,337.032,0.287,337.169,0.258,337.218,0.202,337.202,0.146,337.157,0.121
"88",1980.8125,337.122,0.272,337.093,0.221,337.126,0.168,337.264,0.176,337.503,0.24,337.788,0.299,338.039,0.317,338.199,0.287,338.254,0.226,338.233,0.164,338.182,0.135
"89",1980.833333,337.809,0.275,337.831,0.222,337.91,0.169,338.089,0.177,338.36,0.244,338.669,0.304,338.936,0.322,339.104,0.292,339.163,0.23,339.144,0.166,339.093,0.137
"90",1980.854167,338.47,0.284,338.535,0.23,338.646,0.17,338.844,0.168,339.123,0.225,339.433,0.28,339.701,0.297,339.875,0.27,339.944,0.213,339.937,0.155,339.899,0.129
"91",1980.875,339.066,0.302,339.162,0.244,339.293,0.174,339.494,0.15,339.766,0.189,340.066,0.233,340.332,0.246,340.517,0.223,340.61,0.177,340.634,0.134,340.626,0.118
"92",1980.895833,339.57,0.327,339.684,0.264,339.82,0.184,340.015,0.135,340.275,0.146,340.568,0.174,340.841,0.181,341.054,0.163,341.19,0.133,341.264,0.111,341.303,0.111
"93",1980.916667,339.972,0.357,340.085,0.288,340.213,0.199,340.398,0.13,340.653,0.111,340.953,0.122,341.255,0.123,341.515,0.11,341.713,0.097,341.851,0.1,341.948,0.114
"94",1980.9375,340.279,0.387,340.37,0.313,340.477,0.216,340.654,0.134,340.918,0.097,341.25,0.094,341.602,0.091,341.93,0.084,342.201,0.088,342.41,0.106,342.566,0.126
"95",1980.958333,340.51,0.415,340.558,0.337,340.636,0.233,340.809,0.142,341.102,0.098,341.489,0.09,341.915,0.086,342.322,0.083,342.669,0.096,342.942,0.12,343.148,0.145
"96",1980.979167,340.699,0.437,340.69,0.356,340.734,0.246,340.911,0.151,341.247,0.109,341.707,0.105,342.218,0.099,342.704,0.094,343.116,0.107,343.435,0.137,343.675,0.167
"97",1981,340.851,0.446,340.792,0.364,340.814,0.253,341.01,0.163,341.405,0.135,341.95,0.143,342.549,0.137,343.11,0.122,343.573,0.126,343.919,0.152,344.166,0.183
"98",1981.020833,341.06,0.447,340.95,0.368,340.949,0.258,341.159,0.18,341.601,0.178,342.212,0.201,342.873,0.197,343.477,0.171,343.959,0.155,344.306,0.172,344.543,0.203
"99",1981.041667,341.31,0.44,341.169,0.363,341.158,0.26,341.383,0.199,341.86,0.22,342.511,0.257,343.205,0.255,343.823,0.222,344.299,0.189,344.626,0.19,344.841,0.218
"100",1981.0625,341.606,0.427,341.461,0.354,341.455,0.256,341.692,0.211,342.183,0.248,342.843,0.292,343.534,0.295,344.136,0.256,344.585,0.212,344.883,0.201,345.069,0.224
"101",1981.083333,341.941,0.411,341.818,0.342,341.832,0.25,342.078,0.212,342.561,0.254,343.197,0.302,343.853,0.306,344.414,0.267,344.823,0.218,345.086,0.199,345.244,0.218
"102",1981.104167,342.299,0.397,342.22,0.33,342.266,0.241,342.516,0.203,342.973,0.242,343.559,0.287,344.155,0.292,344.658,0.256,345.02,0.206,345.247,0.184,345.382,0.197
"103",1981.125,342.659,0.386,342.637,0.32,342.72,0.231,342.971,0.187,343.391,0.218,343.913,0.26,344.436,0.264,344.873,0.231,345.184,0.184,345.379,0.157,345.495,0.165
"104",1981.145833,343.001,0.378,343.038,0.313,343.157,0.223,343.409,0.173,343.79,0.195,344.247,0.232,344.696,0.238,345.066,0.208,345.328,0.161,345.491,0.127,345.589,0.124
"105",1981.166667,343.311,0.373,343.398,0.306,343.549,0.217,343.801,0.163,344.151,0.182,344.553,0.218,344.936,0.226,345.246,0.198,345.461,0.15,345.592,0.105,345.669,0.088
"106",1981.1875,343.583,0.365,343.705,0.299,343.879,0.211,344.133,0.16,344.463,0.183,344.825,0.223,345.16,0.235,345.421,0.208,345.592,0.158,345.688,0.103,345.741,0.071
"107",1981.208333,343.821,0.358,343.957,0.293,344.139,0.206,344.394,0.143,344.715,0.141,345.06,0.163,345.371,0.168,345.605,0.148,345.751,0.114,345.826,0.081,345.861,0.064
"108",1981.229167,344.042,0.345,344.175,0.282,344.355,0.201,344.606,0.156,344.921,0.178,345.253,0.214,345.541,0.222,345.742,0.196,345.85,0.147,345.889,0.092,345.892,0.054
"109",1981.25,344.254,0.332,344.37,0.271,344.535,0.198,344.777,0.174,345.086,0.219,345.412,0.269,345.687,0.28,345.867,0.249,345.948,0.185,345.957,0.112,345.933,0.058
"110",1981.270833,344.458,0.324,344.546,0.265,344.684,0.198,344.908,0.191,345.209,0.251,345.531,0.309,345.804,0.324,345.978,0.287,346.048,0.214,346.044,0.131,346.005,0.07
"111",1981.291667,344.382,0.191,344.467,0.161,344.63,0.143,344.893,0.183,345.235,0.257,345.594,0.316,345.892,0.33,346.084,0.292,346.166,0.219,346.167,0.138,346.133,0.08
"112",1981.3125,344.493,0.194,344.534,0.167,344.654,0.146,344.884,0.175,345.211,0.236,345.575,0.286,345.9,0.294,346.133,0.259,346.263,0.194,346.31,0.124,346.312,0.081
"113",1981.333333,344.505,0.202,344.495,0.175,344.564,0.147,344.757,0.151,345.07,0.186,345.45,0.216,345.821,0.216,346.126,0.186,346.338,0.137,346.467,0.094,346.536,0.074
"114",1981.354167,344.383,0.216,344.31,0.186,344.322,0.148,344.475,0.124,344.778,0.121,345.185,0.121,345.625,0.109,346.031,0.087,346.361,0.065,346.602,0.058,346.768,0.062
"115",1981.375,344.103,0.236,343.955,0.201,343.9,0.153,344.011,0.111,344.308,0.082,344.755,0.07,345.282,0.071,345.811,0.077,346.282,0.078,346.659,0.073,346.941,0.07
"116",1981.395833,343.665,0.26,343.425,0.219,343.294,0.164,343.359,0.122,343.651,0.12,344.141,0.151,344.761,0.18,345.42,0.187,346.039,0.169,346.559,0.139,346.962,0.117
"117",1981.416667,343.089,0.291,342.747,0.243,342.529,0.18,342.538,0.147,342.816,0.179,343.339,0.239,344.038,0.283,344.812,0.288,345.563,0.258,346.212,0.215,346.725,0.19
"118",1981.4375,342.418,0.33,341.966,0.275,341.653,0.201,341.591,0.171,341.831,0.222,342.357,0.3,343.098,0.353,343.948,0.36,344.791,0.328,345.533,0.289,346.127,0.273
"119",1981.458333,341.706,0.379,341.149,0.314,340.732,0.227,340.576,0.189,340.741,0.245,341.219,0.331,341.942,0.389,342.802,0.4,343.677,0.376,344.46,0.351,345.092,0.353
"120",1981.479167,341.006,0.438,340.356,0.361,339.83,0.257,339.553,0.203,339.594,0.255,339.959,0.339,340.588,0.398,341.381,0.412,342.214,0.4,342.975,0.395,343.596,0.415
"121",1981.5,340.349,0.502,339.623,0.413,338.983,0.29,338.558,0.219,338.428,0.26,338.614,0.34,339.075,0.396,339.728,0.412,340.453,0.41,341.138,0.42,341.704,0.452
"122",1981.520833,339.744,0.565,338.959,0.462,338.206,0.324,337.613,0.239,337.273,0.272,337.229,0.349,337.467,0.399,337.924,0.411,338.494,0.409,339.062,0.425,339.543,0.461
"123",1981.541667,339.177,0.619,338.347,0.505,337.488,0.355,336.724,0.264,336.161,0.299,335.867,0.376,335.86,0.421,336.098,0.42,336.491,0.405,336.925,0.407,337.306,0.436
"124",1981.5625,338.621,0.655,337.76,0.535,336.81,0.38,335.894,0.293,335.128,0.339,334.603,0.421,334.365,0.461,334.398,0.444,334.622,0.401,334.926,0.375,335.209,0.383
"125",1981.583333,338.056,0.671,337.177,0.551,336.163,0.395,335.134,0.321,334.215,0.383,333.513,0.474,333.098,0.511,332.968,0.478,333.054,0.405,333.251,0.341,333.453,0.32
"126",1981.604167,338.287,1.154,337.264,0.932,336.015,0.642,334.723,0.428,333.565,0.421,332.672,0.51,332.116,0.551,331.884,0.511,331.894,0.419,332.026,0.323,332.168,0.272
"127",1981.625,337.609,1.07,336.619,0.867,335.416,0.601,334.17,0.42,333.046,0.434,332.169,0.527,331.605,0.568,331.344,0.525,331.31,0.427,331.395,0.32,331.498,0.254
"128",1981.645833,336.961,0.957,336.035,0.777,334.933,0.545,333.81,0.39,332.813,0.412,332.045,0.502,331.554,0.542,331.325,0.506,331.288,0.418,331.35,0.323,331.427,0.265
"129",1981.666667,336.406,0.824,335.574,0.673,334.624,0.475,333.692,0.339,332.898,0.351,332.313,0.427,331.958,0.465,331.804,0.443,331.789,0.383,331.842,0.32,331.9,0.283
"130",1981.6875,336.012,0.683,335.305,0.561,334.546,0.395,333.852,0.271,333.309,0.256,332.951,0.307,332.765,0.343,332.706,0.344,332.722,0.323,332.766,0.301,332.804,0.287
"131",1981.708333,335.824,0.55,335.262,0.454,334.714,0.32,334.276,0.201,334.002,0.148,333.885,0.165,333.875,0.201,333.915,0.231,333.96,0.256,333.992,0.27,334.005,0.274
"132",1981.729167,335.864,0.439,335.447,0.364,335.105,0.258,334.915,0.161,334.897,0.105,335.007,0.102,335.163,0.131,335.29,0.173,335.356,0.213,335.368,0.239,335.351,0.249
"133",1981.75,336.125,0.365,335.839,0.305,335.676,0.225,335.698,0.175,335.899,0.187,336.203,0.219,336.498,0.235,336.697,0.233,336.777,0.228,336.768,0.224,336.72,0.223
"134",1981.770833,336.578,0.339,336.393,0.283,336.362,0.22,336.541,0.217,336.907,0.279,337.359,0.338,337.761,0.355,338.019,0.327,338.112,0.276,338.088,0.23,338.017,0.209
"135",1981.791667,337.173,0.358,337.054,0.298,337.103,0.235,337.377,0.254,337.847,0.34,338.397,0.416,338.877,0.435,339.181,0.393,339.293,0.317,339.267,0.246,339.186,0.212
"136",1981.8125,337.85,0.413,337.764,0.34,337.847,0.262,338.161,0.273,338.68,0.363,339.284,0.444,339.814,0.463,340.157,0.417,340.295,0.334,340.285,0.258,340.21,0.225
"137",1981.833333,338.544,0.481,338.472,0.395,338.555,0.291,338.869,0.273,339.395,0.351,340.017,0.427,340.576,0.445,340.954,0.401,341.127,0.325,341.146,0.261,341.095,0.239
"138",1981.854167,339.207,0.548,339.14,0.447,339.209,0.319,339.501,0.261,340.007,0.315,340.623,0.38,341.194,0.395,341.602,0.357,341.815,0.297,341.876,0.253,341.861,0.244
"139",1981.875,339.801,0.595,339.745,0.484,339.802,0.337,340.066,0.244,340.542,0.267,341.138,0.319,341.71,0.331,342.143,0.3,342.398,0.257,342.507,0.233,342.534,0.236
"140",1981.895833,340.308,0.613,340.274,0.497,340.331,0.341,340.577,0.226,341.026,0.223,341.599,0.262,342.166,0.27,342.618,0.246,342.912,0.215,343.067,0.202,343.138,0.209
"141",1981.916667,340.722,0.597,340.722,0.484,340.796,0.33,341.04,0.21,341.474,0.194,342.03,0.225,342.592,0.23,343.059,0.205,343.385,0.174,343.581,0.16,343.691,0.165
"142",1981.9375,341.054,0.554,341.092,0.449,341.196,0.307,341.456,0.198,341.892,0.187,342.443,0.216,343.004,0.218,343.483,0.188,343.833,0.145,344.06,0.116,344.2,0.109
